SID,AltID,Session,Cond_code,Sequencing,Feedback,All_Items,Correct,Incorrect,Reamaining,ElapsedTime,P.sgp..H,P.sgp..M,P.sgp..L,EAP.sgp,MAP.sgp,P.ar..H,P.ar..M,P.ar..L,EAP.ar,MAP.ar,P.cr..H,P.cr..M,P.cr..L,EAP.cr,MAP.cr,P.dt..H,P.dt..M,P.dt..L,EAP.dt,MAP.dt,P.eg..H,P.eg..M,P.eg..L,EAP.eg,MAP.eg,P.exp..H,P.exp..M,P.exp..L,EAP.exp,MAP.exp,P.ext..H,P.ext..M,P.ext..L,EAP.ext,MAP.ext,P.ir..H,P.ir..M,P.ir..L,EAP.ir,MAP.ir,P.mod..H,P.mod..M,P.mod..L,EAP.mod,MAP.mod,P.rr..H,P.rr..M,P.rr..L,EAP.rr,MAP.rr,P.tab..H,P.tab..M,P.tab..L,EAP.tab,MAP.tab,P.vr..H,P.vr..M,P.vr..L,EAP.vr,MAP.vr,P.pic..H,P.pic..M,P.pic..L,EAP.pic,MAP.pic,t.cr1a,t.cr1b,t.cr3a,t.cr3b,t.cr2a,t.cr2b,t.eg1a,t.eg1b,t.eg3a,t.eg3b,t.eg2a,t.eg2b,t.exp1a,t.exp1b,t.exp3a,t.exp3b,t.exp2a,t.exp2b,t.ext1a,t.ext1c,t.ext3a,t.ext3b,t.ext2a,t.ext2c,t.modext1a,t.modext1b,t.modext3a,t.modext3b,t.modext2a,t.modext2b,t.rr1a,t.rr1b,t.rr3a,t.rr3b,t.rr2a,t.rr2b,t.sgp1a,t.sgp1b,t.sgp3a,t.sgp3b,t.sgp2a,t.sgp2b,t.tabext1a,t.tabext1b,t.tabext3a,t.tabext3b,t.tabext2a,t.tabext2b,t.vrexpmod3a,t.vrexpmod3a,,,t.vrextmod1a,t.vrextmod1b,t.vrextmod2a,t.vrmod3a,t.picexpvrmod3a,t.picexpmod3b,t.picext1a,t.picext1b,t.picext3a,.tpicexttabmodvr2a,t.vevrmg2a
S123,s04-13,4,2,2,1,63,42,20,1,00:44:24,0.983,0.017,0,0.017,3,0.105,0.361,0.535,1.43,1,1,0,0,0,3,0.307,0.336,0.358,1.051,1,0.841,0.153,0.005,0.164,3,0.008,0.138,0.855,1.847,1,1,0,0,0,3,0.585,0.342,0.073,0.488,3,0.396,0.49,0.114,0.719,2,0.563,0.379,0.058,0.495,3,0.9,0.098,0.003,0.103,3,0.618,0.309,0.072,0.454,3,0.543,0.397,0.06,0.517,3,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,NA,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1
S130,s04-14,4,3,1,1,63,30,33,0,00:36:32,0.078,0.751,0.171,1.092,2,0,0.015,0.985,1.984,1,0.748,0.224,0.028,0.28,3,0.205,0.297,0.498,1.292,1,0.105,0.429,0.466,1.361,1,0,0.006,0.994,1.994,1,0.951,0.049,0,0.049,3,0.013,0.179,0.808,1.795,1,0.176,0.438,0.385,1.209,2,0.041,0.424,0.535,1.494,1,0.802,0.188,0.01,0.209,3,0.016,0.179,0.805,1.788,1,0.025,0.27,0.706,1.681,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1
S135,s04-15,4,2,2,1,63,39,24,0,00:33:55,0.878,0.122,0,0.122,3,0.091,0.469,0.441,1.35,2,0.997,0.003,0,0.003,3,0.297,0.333,0.37,1.072,1,0.619,0.337,0.043,0.424,3,0,0.032,0.968,1.968,1,0.998,0.002,0,0.002,3,0.63,0.303,0.067,0.437,3,0.648,0.32,0.032,0.384,3,0.895,0.103,0.002,0.107,3,0.025,0.265,0.71,1.686,1,0.674,0.269,0.056,0.382,3,0.255,0.515,0.23,0.975,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2
S131,s04-16,4,1,2,2,63,37,26,0,00:40:29,0.892,0.108,0,0.108,3,0.034,0.212,0.755,1.721,1,0.997,0.003,0,0.003,3,0.299,0.333,0.368,1.069,1,0.814,0.176,0.009,0.195,3,0.001,0.032,0.967,1.967,1,0.994,0.006,0,0.006,3,0.268,0.446,0.287,1.019,2,0.5,0.421,0.079,0.579,3,0.453,0.467,0.08,0.626,2,0.13,0.459,0.41,1.28,2,0.252,0.419,0.329,1.076,2,0.5,0.419,0.081,0.581,3,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2
S119,s04-17,4,1,2,2,63,28,35,0,00:28:35,0.063,0.853,0.084,1.021,2,0.006,0.09,0.904,1.899,1,0.952,0.048,0.001,0.049,3,0.214,0.304,0.482,1.268,1,0.006,0.149,0.845,1.839,1,0,0.01,0.99,1.99,1,0.969,0.031,0,0.031,3,0.226,0.497,0.277,1.05,2,0.009,0.165,0.827,1.818,1,0.065,0.433,0.503,1.438,1,0,0.04,0.96,1.959,1,0.44,0.412,0.148,0.707,3,0.215,0.53,0.255,1.04,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2
S133,s04-18,4,3,1,1,63,37,26,0,00:42:30,0.004,0.455,0.541,1.537,1,0.068,0.139,0.793,1.725,1,0.815,0.18,0.005,0.19,3,0.154,0.265,0.582,1.428,1,0.05,0.304,0.647,1.597,1,0.209,0.375,0.417,1.208,1,0.957,0.043,0,0.043,3,0.046,0.183,0.771,1.725,1,0.071,0.295,0.634,1.563,1,0.247,0.522,0.231,0.983,2,0.756,0.227,0.017,0.261,3,0.033,0.193,0.774,1.74,1,0.008,0.168,0.824,1.816,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2
S154,s05-01,5,3,1,1,63,51,12,0,00:44:53,0.983,0.017,0,0.017,3,0.581,0.323,0.096,0.515,3,1,0,0,0,3,0.307,0.336,0.358,1.051,1,0.841,0.154,0.005,0.164,3,0.583,0.339,0.078,0.496,3,1,0,0,0,3,0.76,0.211,0.029,0.27,3,0.447,0.461,0.091,0.644,2,0.849,0.138,0.013,0.163,3,0.964,0.035,0,0.036,3,0.617,0.322,0.06,0.443,3,0.848,0.146,0.005,0.157,3,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2
S156,s05-02,5,2,2,1,63,40,22,1,00:38:27,0.148,0.811,0.041,0.892,2,0.071,0.257,0.672,1.601,1,0.99,0.01,0,0.01,3,0.227,0.31,0.463,1.236,1,0.577,0.367,0.056,0.479,3,0.007,0.116,0.877,1.87,1,0.986,0.014,0,0.014,3,0.241,0.378,0.381,1.14,1,0.028,0.263,0.709,1.681,1,0.858,0.138,0.003,0.145,3,0.256,0.516,0.228,0.971,2,0.276,0.393,0.331,1.055,2,0.498,0.428,0.074,0.577,3,2,2,2,NA,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2
S143,s05-03,5,1,2,2,63,34,27,2,0.03125,0.926,0.074,0,0.074,3,0,0.023,0.976,1.976,1,0.998,0.002,0,0.002,3,0.302,0.334,0.364,1.063,1,0.824,0.168,0.008,0.184,3,0,0.015,0.985,1.985,1,0.999,0.001,0,0.001,3,0.089,0.449,0.462,1.373,1,0.251,0.527,0.223,0.972,2,0.002,0.107,0.891,1.889,1,0.09,0.421,0.489,1.398,1,0.085,0.366,0.55,1.465,1,0.564,0.378,0.058,0.494,3,2,2,1,1,2,2,2,2,2,2,1,2,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2
S152,s05-04,5,1,2,2,63,31,21,11,0.03125,0.749,0.25,0.001,0.252,3,0.001,0.036,0.962,1.961,1,0.997,0.003,0,0.003,3,0.286,0.329,0.385,1.099,1,0.57,0.367,0.063,0.494,3,0.005,0.052,0.943,1.938,1,0.996,0.004,0,0.004,3,0.118,0.446,0.436,1.318,2,0.302,0.496,0.202,0.9,2,0.003,0.11,0.887,1.884,1,0.635,0.322,0.043,0.408,3,0.127,0.399,0.474,1.347,1,0.096,0.434,0.469,1.373,1,2,2,NA,NA,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2
S146,s05-05,5,1,2,2,63,20,23,20,0.03125,0.043,0.736,0.221,1.178,2,0.003,0.034,0.963,1.959,1,0.71,0.255,0.035,0.324,3,0.196,0.292,0.512,1.316,1,0.245,0.479,0.275,1.03,2,0,0.014,0.985,1.985,1,0.94,0.059,0.001,0.061,3,0.022,0.193,0.785,1.763,1,0.306,0.439,0.255,0.949,2,0.201,0.429,0.37,1.169,2,0.095,0.433,0.473,1.378,1,0.027,0.214,0.759,1.731,1,0.003,0.097,0.9,1.897,1,2,2,1,1,1,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,NA,NA,1,1,1,1,1
S142,s05-06,5,3,1,1,63,25,38,0,00:41:22,0.001,0.225,0.774,1.773,1,0.001,0.014,0.985,1.985,1,0.548,0.419,0.032,0.484,3,0.125,0.246,0.629,1.504,1,0.028,0.226,0.746,1.718,1,0,0.008,0.992,1.992,1,0.448,0.534,0.018,0.57,2,0.005,0.079,0.916,1.912,1,0.003,0.072,0.925,1.922,1,0.141,0.579,0.28,1.139,2,0.091,0.411,0.499,1.408,1,0.008,0.144,0.847,1.839,1,0,0.019,0.981,1.981,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
S141,s05-07,5,2,2,1,63,41,21,1,00:39:03,0.983,0.017,0,0.017,3,0.117,0.384,0.499,1.382,1,0.999,0.001,0,0.001,3,0.307,0.336,0.358,1.051,1,0.66,0.313,0.027,0.367,3,0.008,0.145,0.847,1.839,1,1,0,0,0,3,0.469,0.382,0.149,0.68,3,0.165,0.507,0.328,1.163,2,0.887,0.11,0.003,0.116,3,0.587,0.359,0.055,0.468,3,0.428,0.388,0.184,0.756,3,0.773,0.215,0.013,0.24,3,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,NA,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2
S145,s05-08,5,3,1,1,63,19,44,0,00:35:19,0,0.051,0.948,1.948,1,0.001,0.014,0.985,1.984,1,0.461,0.5,0.039,0.579,2,0.104,0.231,0.665,1.561,1,0,0.031,0.969,1.968,1,0,0.019,0.981,1.981,1,0.023,0.637,0.341,1.318,2,0.005,0.068,0.927,1.923,1,0,0.01,0.99,1.99,1,0.142,0.578,0.28,1.139,2,0.001,0.047,0.952,1.951,1,0.011,0.183,0.806,1.794,1,0,0.026,0.974,1.973,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
S148,s05-09,5,3,1,1,63,40,23,0,00:31:39,0.774,0.226,0.001,0.227,3,0.228,0.428,0.344,1.117,2,0.998,0.002,0,0.002,3,0.288,0.33,0.382,1.094,1,0.579,0.362,0.059,0.48,3,0.661,0.271,0.068,0.407,3,0.989,0.011,0,0.011,3,0.517,0.338,0.145,0.629,3,0.091,0.43,0.479,1.388,1,0.198,0.374,0.429,1.231,1,0.914,0.084,0.002,0.088,3,0.451,0.378,0.171,0.72,3,0.008,0.171,0.821,1.814,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1
S144,s05-10,5,2,2,1,63,41,7,15,0.03125,0.995,0.005,0,0.005,3,0.644,0.299,0.057,0.413,3,1,0,0,0,3,0.308,0.336,0.356,1.048,1,0.845,0.15,0.005,0.16,3,0.58,0.309,0.111,0.532,3,1,0,0,0,3,0.878,0.116,0.007,0.129,3,0.677,0.3,0.023,0.346,3,0.975,0.025,0,0.026,3,0.974,0.026,0,0.026,3,0.811,0.177,0.012,0.202,3,0.452,0.457,0.092,0.64,2,NA,NA,NA,NA,2,2,2,1,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2
S140,s05-11,5,1,2,2,63,15,17,31,0.03125,0.009,0.544,0.447,1.438,2,0.046,0.104,0.851,1.805,1,0.841,0.152,0.007,0.166,3,0.165,0.273,0.562,1.397,1,0.035,0.19,0.774,1.739,1,0.035,0.102,0.863,1.827,1,0.725,0.261,0.014,0.289,3,0.122,0.3,0.577,1.455,1,0.242,0.41,0.348,1.105,2,0.269,0.401,0.331,1.062,2,0.12,0.405,0.476,1.356,1,0.191,0.404,0.405,1.214,1,0.01,0.155,0.835,1.825,1,NA,NA,2,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,1,2,1,1,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1,2
S151,s05-12,5,3,1,1,63,29,34,0,00:31:38,0.217,0.755,0.028,0.812,2,0.001,0.019,0.981,1.98,1,0.972,0.028,0,0.028,3,0.235,0.312,0.453,1.218,1,0.358,0.485,0.158,0.8,2,0.001,0.036,0.963,1.963,1,0.489,0.455,0.056,0.567,3,0.03,0.271,0.698,1.668,1,0.239,0.485,0.276,1.037,2,0.01,0.232,0.758,1.748,1,0.408,0.459,0.133,0.726,2,0.037,0.26,0.703,1.666,1,0.003,0.109,0.889,1.886,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1
S147,s05-13,5,2,2,1,63,38,24,1,00:41:13,0.957,0.043,0,0.043,3,0.07,0.357,0.574,1.504,1,0.985,0.013,0.001,0.016,3,0.305,0.335,0.361,1.056,1,0.834,0.16,0.006,0.173,3,0.001,0.048,0.951,1.951,1,1,0,0,0,3,0.461,0.395,0.145,0.684,3,0.434,0.465,0.101,0.668,2,0.735,0.249,0.016,0.281,3,0.846,0.148,0.007,0.161,3,0.455,0.384,0.162,0.707,3,0.407,0.475,0.119,0.712,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,NA,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2
S149,s05-14,5,1,2,2,63,42,20,1,00:31:55,0.743,0.257,0.001,0.258,3,0.259,0.422,0.319,1.059,2,0.993,0.007,0,0.007,3,0.285,0.329,0.386,1.1,1,0.769,0.214,0.016,0.247,3,0.067,0.356,0.577,1.509,1,0.998,0.002,0,0.002,3,0.64,0.277,0.083,0.443,3,0.404,0.463,0.133,0.73,2,0.92,0.078,0.002,0.082,3,0.607,0.341,0.052,0.444,3,0.641,0.284,0.076,0.435,3,0.007,0.163,0.83,1.823,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2
S155,s05-15,5,1,2,2,63,28,31,4,0.03125,0.022,0.771,0.207,1.185,2,0.004,0.039,0.957,1.953,1,0.914,0.084,0.002,0.088,3,0.196,0.293,0.512,1.316,1,0.021,0.255,0.723,1.702,1,0.002,0.041,0.957,1.955,1,0.96,0.04,0,0.04,3,0.053,0.297,0.65,1.597,1,0.032,0.274,0.694,1.661,1,0.05,0.426,0.524,1.474,1,0.014,0.219,0.767,1.753,1,0.091,0.354,0.555,1.464,1,0.004,0.124,0.872,1.869,1,2,2,1,1,2,2,2,2,1,1,1,1,NA,NA,NA,NA,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2
S150,s05-16,5,2,2,1,63,32,31,0,00:44:06,0.065,0.823,0.112,1.046,2,0.019,0.16,0.821,1.802,1,0.944,0.055,0.001,0.058,3,0.211,0.302,0.487,1.276,1,0.106,0.449,0.445,1.339,2,0,0.008,0.992,1.992,1,0.976,0.024,0,0.024,3,0.184,0.402,0.414,1.229,1,0.095,0.39,0.515,1.42,1,0.422,0.492,0.086,0.665,2,0.331,0.499,0.169,0.838,2,0.278,0.415,0.307,1.029,2,0.004,0.121,0.875,1.871,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2
S153,s05-17,5,2,2,1,63,22,41,0,00:27:36,0,0.003,0.997,1.997,1,0.001,0.019,0.98,1.978,1,0.209,0.655,0.136,0.927,2,0.098,0.227,0.675,1.577,1,0.001,0.064,0.935,1.933,1,0.002,0.05,0.948,1.946,1,0.025,0.659,0.317,1.292,2,0.001,0.028,0.972,1.971,1,0,0.011,0.989,1.989,1,0.349,0.549,0.101,0.752,2,0.551,0.378,0.071,0.52,3,0.001,0.061,0.938,1.937,1,0,0.044,0.956,1.955,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
S160,s06-01,6,1,2,2,63,33,29,1,0.03125,0.009,0.572,0.418,1.409,2,0.005,0.054,0.941,1.936,1,0.727,0.255,0.018,0.291,3,0.169,0.275,0.556,1.387,1,0.395,0.421,0.183,0.788,2,0,0.016,0.984,1.983,1,0.884,0.116,0.001,0.117,3,0.017,0.147,0.836,1.819,1,0.141,0.381,0.478,1.337,1,0.618,0.357,0.025,0.406,3,0.541,0.389,0.07,0.529,3,0.019,0.172,0.809,1.79,1,0.013,0.214,0.773,1.759,1,2,2,1,1,1,2,2,2,2,2,1,2,1,NA,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1
S159,s06-02,6,3,1,1,63,25,38,0,00:41:46,0.001,0.197,0.802,1.802,1,0.002,0.02,0.977,1.975,1,0.333,0.556,0.111,0.778,2,0.121,0.243,0.635,1.514,1,0,0.02,0.98,1.98,1,0.007,0.112,0.881,1.873,1,0.458,0.528,0.014,0.556,2,0.009,0.098,0.893,1.884,1,0.002,0.062,0.936,1.934,1,0.044,0.424,0.532,1.488,1,0.504,0.403,0.093,0.588,3,0.016,0.199,0.785,1.769,1,0,0.033,0.967,1.967,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
S165,s06-03,6,3,1,1,63,17,46,0,00:29:36,0,0.003,0.997,1.997,1,0.001,0.021,0.977,1.976,1,0.02,0.402,0.578,1.559,1,0.098,0.227,0.675,1.577,1,0,0.01,0.99,1.99,1,0,0.015,0.985,1.985,1,0.029,0.7,0.271,1.242,2,0.005,0.064,0.931,1.927,1,0,0.021,0.979,1.978,1,0.35,0.549,0.101,0.751,2,0.047,0.317,0.636,1.589,1,0.012,0.188,0.8,1.788,1,0.002,0.084,0.914,1.912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1
S166,s06-04,6,1,2,2,63,14,49,0,00:26:39,0,0.001,0.999,1.999,1,0,0.003,0.997,1.997,1,0.019,0.402,0.579,1.561,1,0.097,0.227,0.675,1.578,1,0,0.01,0.99,1.99,1,0,0.003,0.997,1.997,1,0.327,0.648,0.025,0.698,2,0.001,0.04,0.959,1.958,1,0,0.017,0.983,1.983,1,0.008,0.227,0.765,1.757,1,0.147,0.456,0.397,1.25,2,0.004,0.128,0.868,1.864,1,0,0.013,0.987,1.987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
S169,s06-05,6,1,2,2,63,19,44,0,00:22:48,0,0.022,0.978,1.978,1,0,0.005,0.995,1.994,1,0.446,0.514,0.041,0.595,2,0.1,0.229,0.671,1.571,1,0,0.011,0.989,1.989,1,0,0.008,0.992,1.992,1,0.217,0.734,0.049,0.832,2,0.002,0.047,0.951,1.95,1,0,0.01,0.99,1.99,1,0.039,0.422,0.539,1.5,1,0.093,0.416,0.49,1.397,1,0.005,0.14,0.854,1.849,1,0,0.042,0.958,1.957,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
S164,s06-06,6,2,2,1,63,22,41,0,00:32:16,0.001,0.171,0.828,1.826,1,0.001,0.016,0.983,1.981,1,0.174,0.549,0.277,1.104,2,0.118,0.241,0.64,1.522,1,0,0.018,0.981,1.981,1,0.001,0.04,0.959,1.958,1,0.329,0.636,0.034,0.705,2,0.013,0.127,0.859,1.846,1,0.012,0.137,0.851,1.839,1,0.042,0.423,0.534,1.492,1,0.097,0.417,0.487,1.39,1,0.033,0.283,0.683,1.65,1,0.001,0.071,0.928,1.926,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2
S157,s06-07,6,1,2,2,63,19,44,0,00:28:57,0,0.017,0.983,1.983,1,0,0.005,0.995,1.995,1,0.443,0.516,0.041,0.597,2,0.099,0.229,0.672,1.573,1,0,0.011,0.989,1.989,1,0.001,0.038,0.961,1.96,1,0.254,0.719,0.027,0.773,2,0.003,0.064,0.933,1.931,1,0.001,0.042,0.957,1.956,1,0.008,0.228,0.764,1.755,1,0.001,0.067,0.932,1.93,1,0.011,0.199,0.79,1.779,1,0,0.03,0.97,1.97,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1
S163,s06-08,6,1,2,2,63,18,45,0,00:18:09,0.002,0.176,0.822,1.82,1,0.001,0.013,0.987,1.986,1,0.085,0.415,0.5,1.415,1,0.119,0.242,0.639,1.52,1,0,0.019,0.981,1.981,1,0,0.018,0.982,1.982,1,0.093,0.729,0.178,1.085,2,0.011,0.117,0.872,1.861,1,0,0.017,0.983,1.983,1,0.041,0.423,0.536,1.495,1,0.022,0.233,0.745,1.723,1,0.027,0.254,0.719,1.692,1,0.001,0.054,0.945,1.945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2
S170,s06-09,6,2,2,1,63,21,42,0,00:33:37,0,0.061,0.939,1.938,1,0,0.006,0.994,1.994,1,0.108,0.582,0.31,1.202,2,0.105,0.232,0.663,1.558,1,0,0.013,0.987,1.987,1,0.005,0.104,0.891,1.885,1,0.474,0.514,0.012,0.538,2,0.003,0.064,0.933,1.93,1,0,0.025,0.975,1.974,1,0.001,0.103,0.896,1.895,1,0.199,0.473,0.328,1.129,2,0.009,0.174,0.817,1.807,1,0,0.024,0.976,1.975,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1
S167,s06-10,6,2,2,1,63,18,45,0,00:33:32,0,0.047,0.953,1.953,1,0,0.005,0.995,1.995,1,0.237,0.632,0.13,0.893,2,0.103,0.231,0.666,1.563,1,0,0.012,0.988,1.988,1,0,0.003,0.997,1.997,1,0.17,0.762,0.068,0.899,2,0.001,0.04,0.959,1.958,1,0.002,0.061,0.937,1.934,1,0.038,0.422,0.539,1.501,1,0.028,0.27,0.701,1.673,1,0.003,0.104,0.893,1.89,1,0.013,0.211,0.776,1.763,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1
